fighter,rating,rd,volatility,last_fight,peak_rating
Cortney Casey,1470.2643044374186,153.62356730787684,76132905.64922838,2022-07-09,1512.0516896143065
Houston Alexander,1470.1943562166582,251.92100616586234,0.01,2009-12-05,1552.328832295473
Chris Fishgold,1470.1621619839264,287.3028967719434,0.01,2020-07-15,1505.5677770890998
Louis Gaudinot,1470.0979143392078,315.0,0.01,2015-01-03,1506.1500225556908
Derrick Krantz,1470.0927504184424,287.8083566477006,0.01,2019-08-31,1500.0
Luigi Vendramini,1470.0902104943757,279.4396276800275,0.01,2021-09-04,1509.981658945359
Ray Rodriguez,1470.0821238302663,297.23254617596973,0.01,2021-03-13,1500.0
Mac Danzig,1470.0631263536964,156.6074942600201,44667433.860765554,2013-12-14,1548.6414205061471
Vagner Rocha,1469.766703900386,315.0,0.01,2014-11-07,1508.071379189119
Papy Abedi,1469.683321856553,284.51823115538355,0.01,2013-08-28,1500.0
Yaotzin Meza,1469.5733787232678,273.00537894859445,0.01,2016-02-27,1506.8565191615223
Anderson Dos Santos,1469.5655147455436,307.4896988518477,0.01,2021-08-07,1500.0
Shanna Young,1469.5339026639463,283.4210130726816,0.01,2022-11-05,1500.0
Mike Grundy,1469.464668675704,315.0,0.01,2022-03-19,1527.2271099494849
Luis Henrique,1469.451756393317,253.6710090627853,0.01,2018-09-22,1530.7960357702625
Gadzhimurad Antigulov,1469.4343159379414,286.2648181317432,0.01,2020-10-17,1551.76672198208
Shana Dobson,1469.312642748697,262.9108068364843,0.01,2021-02-20,1525.0
Jeremy Kimball,1469.2277147584632,262.44468642274904,0.01,2018-07-22,1507.6100143217739
Kleydson Rodrigues,1469.1979067639897,293.90997109950735,0.01,2024-06-01,1505.0127003264477
Paulo Thiago,1469.1591341980904,147.4807229322975,61628930.21559271,2014-09-13,1569.1131165724719
Dennis Buzukja,1469.0998258032632,247.32437537957804,0.01,2024-09-07,1500.0
Kuniyoshi Hironaka,1469.0988616304157,263.24255516117574,0.01,2008-04-19,1504.7472184868766
Andre Fialho,1469.0191658619256,187.31240833898207,96968231.26718538,2023-09-23,1535.9895244343104
Claudio Ribeiro,1468.9976411332357,250.83259147214827,0.01,2024-03-02,1505.9927031644563
Dong Hyun Ma,1468.9267816713827,236.08633643386463,0.01,2019-12-21,1525.8449063506591
Ryo Chonan,1468.8799574998413,264.04056,0.01,2009-04-18,1507.1758743127814
Andre Winner,1468.8597333350058,218.74707315373283,0.01,2011-07-02,1526.1356446527627
Mike Rio,1468.776581205707,248.0062187398567,0.01,2014-01-25,1523.8499774443092
Lucio Linhares,1468.6774053586225,288.14016989349125,0.01,2010-03-31,1500.0
Steven Peterson,1468.65883663326,315.0,0.01,2023-03-25,1509.2735303649997
Vaughan Lee,1468.6411908522102,228.78802071940908,0.01,2015-07-18,1504.5759752416222
Eric Shelton,1468.6096971526163,223.51724701560858,0.01,2019-03-23,1500.0
Joachim Christensen,1468.523034037762,238.26745831239305,0.01,2017-06-25,1506.5916619013572
Teruto Ishihara,1468.3797741166634,192.2350027722466,0.01,2019-02-09,1548.5089285553356
Kyle Bradley,1468.367369564936,285.1524170883323,0.01,2010-01-11,1500.0
Felipe Colares,1468.3591296791628,281.98590478407266,0.01,2022-05-21,1503.8189638910549
Willie Gates,1468.3092052425181,267.87239429024663,0.01,2016-05-08,1507.2419799239933
Saparbeg Safarov,1468.2913118090949,315.0,0.01,2020-03-07,1500.0
Darrell Horcher,1468.0714196393062,307.95945201030696,0.01,2018-11-30,1506.6382123340431
Leonardo Mafra,1468.056883920192,281.4642110058034,0.01,2015-07-18,1500.0
Teemu Packalen,1468.0117301930939,315.0,0.01,2019-09-07,1505.1651792363386
Ode Osbourne,1467.92978211487,186.98101738701305,0.01,2024-09-28,1527.5730872781971
Edwin Figueroa,1467.9113661909153,246.065107459606,0.01,2013-11-16,1522.7669301298233
Koji Oishi,1467.9071133736886,315.0,0.01,2005-06-04,1500.0
Carmelo Marrero,1467.8225247781104,315.0,0.01,2009-04-01,1522.7221243227295
Chris Wilson,1467.8145803710872,264.9437804932248,0.01,2009-09-16,1508.7010783075636
Mark Striegl,1467.797298002811,315.0,0.01,2022-02-19,1500.0
Matt Dwyer,1467.7449189703398,255.48748071403213,0.01,2016-01-30,1505.4937632205776
Alvin Robinson,1467.624077011345,263.3625985948785,0.01,2008-11-15,1505.4409986645965
Yoshihiro Akiyama,1467.6012984735255,315.0,472665060.182972,2015-11-28,1523.4088351707223
Devin Powell,1467.4560281314746,288.3969077504126,0.01,2018-11-17,1500.0
Matt Sayles,1467.4346062594734,315.0,0.01,2021-12-18,1504.1937066589257
Sean Spencer,1467.26050252139,222.11335989430256,0.01,2016-09-10,1520.1223871646464
Reese Andy,1467.2247023643777,293.52900241074985,0.01,2008-12-27,1500.0
Randy Costa,1467.1479579451648,287.3621385125538,0.01,2022-10-01,1527.0165279242865
Justin Levens,1467.0513457883535,285.64803732040593,0.01,2006-06-28,1500.0
Jesse Butler,1466.952126364642,315.0,0.01,2024-06-15,1500.0
Patrick Williams,1466.882621601372,315.0,0.01,2018-04-14,1507.2924653504917
Christophe Leninger,1466.8560319207056,315.0,0.01,1997-05-30,1500.0
Jamie Varner,1466.8446683668128,207.81217541070544,232423952.11692837,2014-12-13,1544.894520264372
Anthony Birchak,1466.8250755782647,293.52900241074985,0.01,2021-04-17,1507.3563065688184
Rongzhu,1466.8051063002154,315.0,0.01,2024-09-14,1503.9904403347014
Alex Da Silva,1466.692192948783,315.0,0.01,2022-06-04,1500.457864091003
Vanessa Melo,1466.6330235214855,260.1333888169351,0.01,2021-01-16,1500.0
Johnny Munoz,1466.5748009463348,256.65871095372466,0.01,2023-10-07,1506.3387679324076
Michelle Waterson-Gomez,1466.562738610839,185.95316280787472,69556551.8124323,2024-07-13,1573.3815726452615
TJ O'Brien,1466.534097923938,310.3030209428358,0.01,2011-08-14,1500.0
Michael McBride,1466.48915338713,302.6125503015366,0.01,2017-04-22,1500.0
Yosdenis Cedeno,1466.480859101997,262.91133332188525,0.01,2015-07-11,1506.1500225556908
Mehdi Baghdad,1466.391502653328,294.9187394859811,0.01,2016-07-07,1500.0
Alberto Crane,1466.3713462671778,292.3400686807233,0.01,2008-01-23,1500.0
Kevin Aguilar,1466.3358748920118,241.2182209145466,0.01,2021-05-15,1544.7298784294835
Renee Forte,1466.286247766868,259.91499186324984,0.01,2014-03-15,1503.171710676436
Chad Griggs,1466.2492820197506,300.36286492341225,0.01,2012-11-17,1500.0
Don Shainis,1466.2230605361065,290.3815245607923,0.01,2023-02-11,1500.0
Clay Collard,1466.1808330380923,246.80083832356706,0.01,2015-09-05,1504.2742060410794
Carlos Huachin,1466.1585645704508,290.3815245607923,0.01,2019-09-21,1500.0
Yanis Ghemmouri,1466.1500449674033,315.0,0.01,2024-07-13,1500.0
Damien Brown,1466.1266851936548,213.62251859896227,0.01,2018-02-10,1526.526490669948
Elizabeth Phillips,1466.0560986978471,315.0,0.01,2016-08-20,1500.0
Chris de la Rocha,1466.038974976001,297.23254617596973,0.01,2018-12-15,1500.0
Tor Troeng,1466.0180881355618,270.1955178277665,0.01,2014-10-04,1525.0
Antonio Mendes,1465.8948124076676,304.9891424706788,0.01,2009-01-17,1500.0
Ihor Potieria,1465.835570162144,196.8764583949609,149244670.82539222,2024-10-12,1512.4763213016074
Wagner Prado,1465.8148845332446,287.2566849091592,0.01,2013-01-19,1500.0
Bevon Lewis,1465.7870605505466,282.4168657163673,0.01,2020-11-07,1500.0
Jared Gooden,1465.7834870698703,288.6078792595881,426268743.8400722,2024-10-19,1500.0
Silvana Gomez Juarez,1465.7508457235062,247.14622085741289,0.01,2022-11-12,1500.0
Nohelin Hernandez,1465.7459759259416,286.2648181317432,0.01,2019-09-28,1500.0
Amar Suloev,1465.7451191248495,289.02211291915023,0.01,2002-05-10,1500.0
Humberto Bandenay,1465.7441231407743,290.9759671084568,0.01,2019-08-10,1526.436637077804
Michael Kuiper,1465.5825840577845,273.43038831501957,0.01,2013-10-26,1505.640392940139
AJ Dobson,1465.5782674237307,296.058692067469,0.01,2024-03-23,1500.0
Dylan Budka,1465.4588439275924,292.68924685577366,0.01,2024-09-14,1500.0
Bobby Hoffman,1465.4392408280962,315.0,0.01,2001-11-02,1500.0
Josh Sampo,1465.3635458456024,268.3493713173375,0.01,2015-05-23,1525.0
Rostem Akman,1465.3454464070878,289.6837348299003,0.01,2019-10-05,1500.0
Danny Martinez,1465.311536620186,286.2844395243902,0.01,2015-11-14,1500.0
Jon Olav Einemo,1465.2459829996878,303.7851654644282,0.01,2012-01-28,1500.0
Henrique da Silva,1465.1952928215348,199.2294777034221,0.01,2017-09-22,1549.9234756963529
Jason Novelli,1465.1868048284578,286.74210539481294,0.01,2016-11-05,1500.0
Oliver Enkamp,1465.1263556919741,315.0,0.01,2018-03-17,1500.0
Sean Salmon,1465.0815708779671,289.2074424288732,0.01,2007-05-26,1500.0
Sarah Frota,1465.0736669350708,295.3125,0.01,2019-07-27,1500.0
Bobby Moffett,1465.0589304908299,291.11522203416297,0.01,2019-08-10,1500.0
Reuben Duran,1465.0161638397267,286.74210539481294,0.01,2013-03-16,1506.1500225556908
Chris Tuchscherer,1465.0053434532097,263.3452001148824,0.01,2011-02-26,1505.3286992171406
David Zawada,1464.9992694170007,303.7851654644282,275890543.5246347,2021-09-04,1500.0
Quinn Mulhern,1464.9264938761303,315.0,0.01,2014-01-04,1500.0
Cole Williams,1464.9015905744006,315.0,0.01,2020-10-31,1500.0
Roger Hollett,1464.892531666658,304.9891424706788,0.01,2013-05-18,1500.0
Shayna Baszler,1464.8091248667934,299.28651290402314,0.01,2015-03-21,1500.0
Fernando Bruno,1464.7858821482553,315.0,0.01,2016-07-08,1500.0
Dokonjonosuke Mishima,1464.7484741118049,290.9019457222657,0.01,2007-04-05,1500.0
Kazula Vargas,1464.7276462566128,315.0,0.01,2022-03-19,1500.0
Gaetano Pirrello,1464.6898929358636,308.04137328652786,0.01,2021-10-02,1500.0
Zhang Tiequan,1464.6080058192003,274.1496407349275,0.01,2012-11-10,1524.0294733045164
Jay Silva,1464.563680133395,288.83975627716137,0.01,2010-01-11,1500.0
Eddie Gordon,1464.5596589579955,244.38220690617598,0.01,2015-06-27,1525.0
Joseph Holmes,1464.5507004862384,254.71257356874767,0.01,2023-05-06,1502.9085756780764
Stefan Sekulic,1464.459292600318,315.0,0.01,2021-04-24,1500.0
Josh Copeland,1464.455259454409,288.3969077504126,0.01,2015-03-14,1500.0
Vik Grujic,1464.4111332761192,247.63239591386275,0.01,2015-05-09,1505.0
Laureano Staropoli,1464.3823410215384,256.2356639116368,0.01,2021-10-23,1543.309388199735
John Allan,1464.3349641093164,315.0,0.01,2021-11-06,1500.0
Michael Patt,1464.3274803400566,296.25561602271785,0.01,2009-03-07,1500.0
Kay Hansen,1464.3154908407555,285.8250099383362,0.01,2022-04-09,1525.0
Eric Schafer,1464.3122326777743,285.5682842564039,348735912.5962005,2012-01-20,1536.7438643632363
Luis Ramos,1464.231702308438,315.0,0.01,2012-06-22,1500.0
Austin Arnett,1464.2038913943625,246.4926991156886,0.01,2019-02-09,1500.0
Brandon Wolff,1464.188910498087,293.8995578424711,0.01,2009-05-23,1500.0
Takenori Sato,1464.1556465316858,301.47166294073145,0.01,2014-09-20,1500.0
Wellington Turman,1464.1171979822607,216.78664204591718,264375564.06251273,2023-12-02,1515.5830007123654
Mats Nilsson,1464.0877322227948,315.0,0.01,2015-01-03,1500.0
Jason Tan,1464.0320067015416,315.0,0.01,2008-05-24,1500.0
Jarno Errens,1464.0182574072567,278.32152891592875,0.01,2024-08-17,1500.0
Byron Bloodworth,1463.9913536698705,315.0,0.01,2012-12-29,1500.0
Jamey Simmons,1463.9901071113525,311.46639474628716,0.01,2021-08-07,1500.0
Mike Guymon,1463.9485728830853,245.7368770975042,0.01,2011-01-22,1502.081870835528
Dan Argueta,1463.9352578505411,297.23254617596973,0.01,2024-10-19,1503.1353253185548
Tim Williams,1463.9276462343187,297.09092699037444,0.01,2018-08-25,1500.0
Rafael Cavalcante,1463.9163910387435,288.7956934460782,218472979.3051252,2016-02-06,1509.64573092942
Ednaldo Oliveira,1463.9151877517393,315.0,0.01,2013-08-03,1500.0
Andre Gusmao,1463.8963756889023,314.26365373082837,0.01,2009-05-23,1500.0
Vince Morales,1463.8879547587437,315.0,357284204.4151384,2024-10-05,1514.5579977518748
Rachael Ostovich,1463.8778006875584,315.0,0.01,2020-11-28,1525.0
Joey Gambino,1463.871147796072,288.48398405500785,0.01,2012-10-13,1500.0
Landon Quinones,1463.8400357135906,291.8845564709617,0.01,2024-02-03,1500.0
Alptekin Ozkilic,1463.8368213449116,268.1374243054238,0.01,2015-05-09,1521.3550240542822
Liudvik Sholinian,1463.8134990220935,315.0,0.01,2022-11-05,1500.0
Talita Bernardo,1463.7784575895337,274.21059316022473,0.01,2019-05-11,1500.0
Chad Reiner,1463.77768676502,290.9019457222657,0.01,2007-06-12,1500.0
TJ Laramie,1463.776771786416,315.0,0.01,2022-04-16,1500.0
Cristiano Marcello,1463.7258119536568,279.7156165317732,0.01,2014-02-15,1502.5760196096169
Shane del Rosario,1463.709954175942,299.28651290402314,0.01,2012-12-15,1500.0
Rolando Dy,1463.6945697571612,247.85086907947814,0.01,2018-06-23,1500.0
Terrence Mitchell,1463.658019859191,285.4228540691863,0.01,2023-09-16,1500.0
Juan Adams,1463.6473367396234,250.97541473458685,0.01,2020-02-08,1524.1477984532426
Ryan Couture,1463.6237321959018,291.8845564709617,0.01,2013-08-31,1500.0
Eiji Mitsuoka,1463.6059313380476,294.4035230767458,0.01,2012-08-11,1500.0
Dustin Stoltzfus,1463.601383557917,260.94815852125964,274044676.672618,2024-06-15,1500.0
Alex Ricci,1463.56984443357,295.44514820859723,0.01,2017-02-19,1500.0
Brandon Jenkins,1463.5630768276194,300.36286492341225,0.01,2022-04-16,1500.0
Crafton Wallace,1463.5034771072274,284.64585931469304,0.01,2006-10-10,1500.0
Phil Harris,1463.4761639796088,279.1575505821868,0.01,2014-07-19,1501.0216270064227
Jonathan Wilson,1463.471151371934,309.0653677208236,0.01,2017-10-21,1525.106013782459
Yao Zhikui,1463.4672974578311,309.07917043436777,0.01,2016-11-26,1501.0838221776276
Peter Barrett,1463.398527321067,289.6837348299003,0.01,2020-12-12,1500.0
Scott Smith,1463.3958183094092,251.62980912051233,0.01,2007-06-16,1507.4297229000406
Randa Markos,1463.3957040330436,103.7820249555526,27937563.336472027,2021-10-23,1509.9737139804843
Josh Clopton,1463.3861303590836,315.0,0.01,2013-08-03,1500.0
Josh Ferguson,1463.3793954159162,302.11969235097865,0.01,2012-07-11,1500.0
Gasan Umalatov,1463.3690500022647,287.27884639756326,0.01,2015-11-07,1500.720452693255
Doug Evans,1463.3645010682517,297.23254617596973,0.01,2007-12-29,1500.0
Paul Bradley,1463.2994298122787,287.2566849091592,0.01,2011-11-12,1500.0
Brendon Marotte,1463.2979296098845,315.0,0.01,2024-09-14,1500.0
Josh Quinlan,1463.2599070063497,284.60423538784136,0.01,2024-06-22,1524.414486260219
Juancamilo Ronderos,1463.2583358413438,315.0,0.01,2023-02-18,1500.0
Chris Heatherly,1463.236248867302,286.2648181317432,0.01,2014-11-15,1500.0
Mallory Martin,1463.2356290266691,290.48304791352365,0.01,2021-12-04,1502.7159592019832
Ricky Rainey,1463.216466944086,303.61572031928785,0.01,2018-11-30,1500.0
Edward Faaloloto,1463.1688445217555,290.2796356963402,0.01,2011-11-05,1500.0
Gabriel Silva,1463.1540544103202,302.6125503015366,0.01,2020-02-29,1500.0
Brock Jardine,1463.151610248249,306.40304375935955,0.01,2013-02-23,1500.0
Guto Inocente,1463.129864485469,289.4909983056468,0.01,2014-11-07,1500.0
Erik Silva,1463.0905485635758,315.0,0.01,2024-02-24,1500.0
Hector Ramirez,1463.0706188512963,300.36286492341225,0.01,2007-06-16,1500.0
Daniel Spitz,1463.0596671977607,315.0,0.01,2019-10-18,1503.672266339814
Te Edwards,1463.0580985567115,286.2648181317432,0.01,2019-01-19,1500.0
Dan Evensen,1463.0564132812483,291.11522203416297,0.01,2008-12-27,1500.0
Kris Moutinho,1463.0482107972311,306.2241114057644,0.01,2022-03-12,1500.0
Ramiro Hernandez,1463.013418001101,291.4405892394709,0.01,2014-01-25,1500.0
Tucker Lutz,1463.0120616394065,288.3969077504126,0.01,2023-07-15,1519.1658991160632
Louis Cosce,1462.9895657396028,315.0,0.01,2022-09-17,1500.0
Gilbert Aldana,1462.9657637432015,292.68924685577366,0.01,2006-07-08,1500.0
Jordan Espinosa,1462.957067579868,214.4305491541578,0.01,2021-03-06,1519.304569753869
Cody Gibson,1462.9393013352537,277.2426579874665,686796385.9136744,2024-07-27,1507.784355503606
Domingo Pilarte,1462.935711882712,315.0,0.01,2021-08-21,1500.0
Kurt Holobaugh,1462.930244947242,277.2426579874665,557206295.7494786,2024-07-27,1500.0
Jordan Radev,1462.929226699215,298.83523888591185,0.01,2007-12-29,1500.0
Amilcar Alves,1462.921892958568,291.8845564709617,0.01,2011-01-22,1500.0
Tim Gorman,1462.914639553361,299.7438109869827,0.01,2014-11-08,1500.0
Konstantin Erokhin,1462.8928954232247,315.0,0.01,2015-12-11,1500.0
Larry Cureton,1462.886187431242,292.68924685577366,0.01,1995-09-08,1500.0
Anthony Ivy,1462.8851196883727,286.74210539481294,0.01,2020-09-12,1500.0
Townsend Saunders,1462.8521373860103,315.0,0.01,1999-01-08,1500.0
Denis Stojnic,1462.8455320325281,289.6837348299003,0.01,2009-06-13,1500.0
Marcelo Golm,1462.8404022725042,265.1235750628583,0.01,2019-04-20,1523.870288370098
Jessin Ayari,1462.8380868495008,315.0,0.01,2020-10-03,1520.0
Danny Downes,1462.8338165216521,291.8845564709617,0.01,2011-10-29,1500.0
Azamat Gashimov,1462.8298833954827,296.25561602271785,0.01,2013-05-18,1500.0
Joey Gomez,1462.8121374023274,306.0458039248374,0.01,2016-09-17,1500.0
Fabricio Camoes,1462.8096506792729,315.0,682657070.5344065,2014-10-25,1510.5332352436612
Steve Lopez,1462.788690320319,315.0,0.01,2010-09-25,1500.0
Lauren Mueller,1462.7874096593748,263.0251849479286,0.01,2019-10-12,1521.436637077804
Charles Byrd,1462.7864591663565,314.47771277587015,0.01,2020-06-06,1525.0
Zarrukh Adashev,1462.783819148347,288.8172893300322,0.01,2022-06-04,1500.0
Luan Lacerda,1462.759455737717,290.3815245607923,0.01,2023-06-03,1500.0
Jason Godsey,1462.749419128987,299.28651290402314,0.01,1999-09-24,1500.0
Roman Salazar,1462.7335252539428,315.0,0.01,2015-08-08,1500.0
William Macario,1462.7153653382686,276.58820758919273,0.01,2015-02-22,1500.0
KB Bhullar,1462.699486382852,299.28651290402314,0.01,2021-05-01,1500.0
Richard Walsh,1462.6959061160544,240.30042598979188,0.01,2016-11-26,1520.0
Darko Stosic,1462.6763336109746,267.24235301454553,0.01,2020-01-25,1524.3422728645482
Carl Deaton,1462.6631039176816,291.11522203416297,0.01,2023-07-15,1500.0
Wagner Silva,1462.657303374609,293.52900241074985,0.01,2014-11-08,1500.0
Yorgan De Castro,1462.6527140354224,263.5923900497755,0.01,2021-04-10,1525.0
Emily Whitmire,1462.64632699481,315.0,0.01,2021-09-18,1528.3241300626828
Enrique Marin,1462.6427894461488,303.7851654644282,0.01,2016-07-09,1500.0
Horacio Gutierrez,1462.6410940003552,308.78552833034456,0.01,2016-08-06,1500.0
Jesse Strader,1462.639808820339,315.0,0.01,2022-02-19,1500.0
Joao Zeferino,1462.6259347316345,288.14016989349125,0.01,2013-09-04,1500.0
Colton Smith,1462.6159151636862,264.67417595510085,0.01,2014-06-28,1520.0
Kyle Prepolec,1462.5976726405017,290.3815245607923,0.01,2019-09-14,1500.0
Ryan Thomas,1462.5951246467853,287.2566849091592,0.01,2008-11-15,1500.0
Kevin Jordan,1462.5858540160739,294.4035230767458,0.01,2005-11-19,1500.0
Jack May,1462.5737473366205,289.02211291915023,0.01,2014-08-16,1500.0
Jorge Lopez,1462.5697422155074,305.51464163972565,0.01,2012-05-15,1500.0
Steve Montgomery,1462.5330667324974,291.11522203416297,0.01,2015-11-14,1500.0
Fabiano Scherner,1462.5158423526207,304.64197035208394,0.01,2006-05-27,1500.0
Michel Quinones,1462.5095605239478,291.00821982591833,0.01,2017-11-11,1500.0
Cody Donovan,1462.506177623014,271.14576175066406,0.01,2014-07-19,1523.8501322640263
Pearl Gonzalez,1462.504462472426,296.25561602271785,0.01,2017-10-07,1500.0
Valeri Ignatov,1462.5042144586355,299.28651290402314,0.01,1999-09-24,1500.0
Caio Machado,1462.4576072471514,294.4035230767458,0.01,2024-05-04,1500.0
Anthony Christodoulou,1462.4508315323335,298.24295817336576,0.01,2015-08-08,1500.0
Harry Moskowitz,1462.4427420470163,300.36286492341225,0.01,1998-05-15,1500.0
Kazuhiro Nakamura,1462.4347858064775,306.2241114057644,0.01,2008-05-24,1500.0
Jose Maria,1462.399163086111,287.2566849091592,0.01,2013-11-09,1500.0
Paul Redmond,1462.3950949367388,295.3125,0.01,2015-07-18,1500.0
Val Woodburn,1462.388296481069,302.6125503015366,0.01,2024-02-17,1500.0
Bruno Souza,1462.3579851325926,291.11522203416297,0.01,2022-03-26,1500.0
Amanda Cooper,1462.348157731814,229.99183898399176,0.01,2018-11-10,1503.9868746891714
Pat Audinwood,1462.3015548958838,285.8250099383362,0.01,2010-12-11,1500.0
Steve Berger,1462.2924653504917,315.0,0.01,2002-06-22,1500.0
Jessica Rakoczy,1462.2924653504917,315.0,0.01,2015-04-25,1500.0
Walel Watson,1462.2886727091973,247.77434824954182,0.01,2012-09-22,1525.0
Martin Bravo,1462.2866866120758,315.0,0.01,2019-09-21,1525.0
Larissa Pacheco,1462.2537126646123,296.25561602271785,0.01,2015-03-14,1500.0
Yusuke Kasuya,1462.2518348442895,315.0,0.01,2016-11-26,1500.0
Liana Jojua,1462.231716318227,307.42549284695093,0.01,2021-11-13,1503.1918771771814
Rob Wilkinson,1462.2162291966345,293.52900241074985,0.01,2018-02-10,1500.0
Matt Horwich,1462.1824200348165,293.16483251747644,0.01,2009-04-01,1500.0
Tim Lajcik,1462.150161354783,315.0,0.01,2000-09-22,1500.0
Julio Paulino,1462.1401997212868,297.09092699037444,0.01,2010-09-25,1500.0
John Halverson,1462.1317264079116,315.0,0.01,2008-03-01,1500.0
Richardson Moreira,1462.1222597538906,306.2241114057644,0.01,2015-01-31,1500.0
Alex Soto,1462.0907619563611,295.71253105845886,0.01,2012-05-15,1500.0
Austen Lane,1462.0818972109857,304.9891424706788,0.01,2024-05-04,1500.0
Chris Dempsey,1462.0547015473037,270.93669822300353,0.01,2016-02-27,1501.841665277847
Yasuhiro Urushitani,1462.0296197623722,307.6729746114371,0.01,2012-11-10,1500.0
Takashi Sato,1462.0148302964699,286.4358837660071,493184897.41183794,2023-05-20,1534.1180667029128
Collin Anglin,1462.0007811091436,287.8083566477006,0.01,2021-11-13,1500.0
Matt Bessette,1461.9965252281208,294.2764746904686,0.01,2018-07-06,1500.0
Travis Wiuff,1461.9666804018213,315.0,0.01,2005-04-16,1500.0
Cody Pfister,1461.9402224645958,259.2182478812023,0.01,2016-07-13,1500.0
Joseph Gigliotti,1461.9003322846568,289.5869971291011,0.01,2016-12-09,1500.0
Ashkan Mokhtarian,1461.8993969223734,293.52900241074985,0.01,2017-11-18,1500.0
Alexandre Dantas,1461.831567775547,315.0,0.01,2003-02-28,1500.0
Juan Manuel Puig,1461.8298828008196,291.00821982591833,0.01,2014-11-22,1500.0
Jeremy Jackson,1461.8090984628525,315.0,0.01,2006-11-11,1500.0
Brendan O'Reilly,1461.775306612498,307.6857218678803,0.01,2016-12-03,1501.3492065453195
Tom Niinimaki,1461.7215197870403,247.02706167437663,0.01,2014-12-20,1523.1964894709465
Montserrat Conejo Ruiz,1461.7174490586092,286.2648181317432,0.01,2023-11-04,1520.0
Jason Young,1461.709747186864,254.20496635097632,0.01,2012-09-29,1500.0
Mark Eddiva,1461.6743513706263,302.2479957954403,0.01,2016-03-19,1520.0
Jonavin Webb,1461.668686174494,314.46783046919126,0.01,2016-02-21,1500.0
Ansar Chalangov,1461.657940225256,290.9019457222657,0.01,2006-04-06,1500.0
CJ Keith,1461.6559391339465,300.51928641311855,0.01,2013-01-19,1500.0
Thomas Gifford,1461.6135512336227,294.4035230767458,0.01,2019-10-12,1500.0
Jeff Cox,1461.6103433111534,315.0,0.01,2008-04-02,1500.0
Brian Houston,1461.6018199330915,285.4228540691863,0.01,2014-01-15,1500.0
Victor Martinez,1461.5792554547943,315.0,0.01,2024-06-01,1500.0
Andreas Stahl,1461.5666015108811,315.0,0.01,2015-12-10,1500.0
Saimon Oliveira,1461.561599723827,315.0,0.01,2023-01-21,1500.0
Jin Soo Son,1461.5469945401649,315.0,0.01,2019-07-20,1500.0
Edilberto de Oliveira,1461.5224100587761,292.3400686807233,0.01,2007-09-19,1500.0
Nick Fiore,1461.501208589107,289.6837348299003,0.01,2023-05-20,1500.0
Christian Colombo,1461.4836984153303,315.0,0.01,2017-10-28,1500.0
Kevin Borjas,1461.483348379528,296.25561602271785,0.01,2024-05-11,1500.0
Mike Stumpf,1461.475687571457,315.0,0.01,2013-01-26,1500.0
Trent Jenkins,1461.4754601313064,315.0,0.01,1995-12-16,1500.0
Dave Menne,1461.4723812827872,294.4035230767458,0.01,2006-12-13,1537.916223998081
Alvaro Herrera Mendoza,1461.471026113061,315.0,0.01,2018-07-28,1525.0
Kiefer Crosbie,1461.4394711297089,315.0,0.01,2024-08-03,1500.0
Justin Jones,1461.3964860826002,289.02211291915023,0.01,2015-04-04,1500.0
Tateki Matsuda,1461.3596789987523,290.58750000000003,0.01,2015-01-18,1500.0
Joe Brammer,1461.3553756687652,295.3125,0.01,2010-05-29,1500.0
Ericka Almeida,1461.3514440627384,291.8845564709617,0.01,2015-10-24,1500.0
Sam Fulton,1461.3388899596414,315.0,0.01,1997-07-27,1500.0
Anna Elmose,1461.3067205138616,298.09657647522556,0.01,2016-11-19,1500.0
Andreas Michailidis,1461.2964980592894,283.3111661431482,0.01,2022-06-04,1500.1648825972559
Rashad Coulter,1461.2805547960957,263.9401159794516,0.01,2018-11-24,1500.0
Kazuki Tokudome,1461.2741702809305,266.48608008152416,0.01,2014-09-20,1520.1482848915955
Brodie Farber,1461.2468018674629,291.5504957978978,0.01,2008-12-10,1500.0
Sean O'Connell,1461.2307576646774,211.2365487404266,124288247.84467559,2016-12-09,1514.7607998974731
Elvis Mutapcic,1461.2185133025982,315.0,0.01,2016-12-03,1500.0
Danny Mitchell,1461.2161541341611,294.4035230767458,0.01,2014-08-23,1500.0
JC Cottrell,1461.2037978045162,297.23254617596973,0.01,2017-01-28,1500.0
Tommy Speer,1461.1955274622742,288.749694545293,0.01,2008-04-02,1500.0
Victor Valimaki,1461.1773641568686,289.978373773373,0.01,2007-04-21,1500.0
Oli Thompson,1461.175976128304,292.8070719881096,0.01,2012-08-04,1500.0
Ben Wall,1461.1644498220637,292.8070719881096,0.01,2014-05-10,1500.0
Nick Penner,1461.1525661507112,314.26365373082837,0.01,2012-12-14,1500.0
Carls John De Tomas,1461.1500225556908,295.3125,0.01,2017-12-09,1500.0
Rayanne dos Santos,1461.1500225556908,297.23254617596973,0.01,2024-06-15,1500.0
Sheila Gaff,1461.1500225556908,287.2566849091592,0.01,2013-08-03,1500.0
Dan Stittgen,1461.1500225556908,293.16483251747644,0.01,2012-07-11,1500.0
Moti Horenstein,1461.1500225556908,315.0,0.01,1997-07-27,1500.0
Luiz Dutra,1461.1500225556908,315.0,0.01,2015-05-30,1500.0
Joe Veres,1461.1500225556908,289.6837348299003,0.01,2008-01-23,1500.0
